"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout"
"Checkout","/checkouts/cn/hWN8Dam369rMju4g9TAJmKdF/en-us",1,1,0,1
,"/en-in/products/cooper-suede-espresso",1,1,0,0
,"/en-es/products/mfvla1-striped-indigo",1,1,0,0
,"/en-gb/products/clint-matteo",1,1,0,0
,"/en-sg/collections/lenny-denim",1,1,0,0
"Checkout","/orders/fad54f54ddbdeb7539ad1d2c90aadc17",1,1,0,0
"Checkout","/checkouts/cn/hWN9Ooo1AiAjuOB9RJL9z1BB/en",1,1,0,1
,"/en-in/products/greyson-vintage-velvet-carbon",1,1,0,0
"Checkout","/checkouts/cn/hWN9UnRQgqCF5wNxmFBvpDQg/en-us",1,1,0,1
,"/en-sg/pages/section-preview",1,1,0,0
"Checkout","/checkouts/cn/hWN9Ww18SmRyeTVn7VYRatN5/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN8NhQLOHvD77HChbGkop8y/en-us",1,1,0,1
,"/en-nz/products/brando-short-mineral-green",1,1,0,0
,"/he-il/cart",1,1,0,0
,"/checkout/21851111488/cn/hWN7YuT8kwguEGiftB6hVmni/en-us/shoppay",1,1,0,1
,"/es-es/pages/try-first-pay-later",1,1,0,0
,"/checkout/21851111488/cn/hWN7Sh4pKbunRGFoH5ZhbYhe/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN9HWyOjOja56HUydUza31E/en-us",1,1,0,1
"Custom Page","/pages/welcome-page",1,1,0,0
,"/_web_preview/pages/try-first-pay-later",1,1,0,0
,"/en-nz/products/jayden-sarcelle",1,1,0,0
"Checkout","/checkouts/cn/hWNA78LaLNSkhnRZOWXEfKkL/en/thank-you",1,1,0,0
,"/checkout/21851111488/cn/hWNAwgzbFonmuyrV6SKDxEQC/en-us/stock-problems",1,1,0,1
,"/en-au/products/greyson-sorento",1,1,0,0
"Checkout","/checkouts/cn/hWN9nk5azfkavWNjDQyY10xW/en-us",1,1,1,1
,"/es-mx/collections/spring-summer",1,1,0,0
"Product","/products/greyson-velvet-cork",1,1,0,0
"Checkout","/checkouts/cn/hWNAJ9LQCm1d3CSOJAxlO5ju/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN9HMNxAltjs6VpnTMJba9x/en-us",1,1,1,1
,"/es-mx/collections/butter-suede",1,1,0,0
"Checkout","/checkouts/cn/hWNA6fyIrGXSeNr97biatitt/en",1,1,0,1
,"/en-ca/products/bond-short-le-club",1,1,0,0
,"/en-ie/pages/about-us",1,1,0,0
"Checkout","/checkouts/cn/hWNBIM3urKWrkXE1yGcQegqe/en-us",1,1,0,1
,"/en-au/products/pierce-terry-light-grey",1,1,0,0
"Checkout","/checkouts/cn/hWN8wVSNjMTTuEExyMBWNQc4/en-us",1,1,0,1
,"/en-il/collections/butter-suede",1,1,0,0
,"/en-cn/products/%7B%7B%20root_url%20%7D%7D/collections/%7B%7B%20collection.handle%20%7D%7D",1,1,0,0
"Checkout","/checkouts/cn/hWN96fTCFV4CQ64aCduHd3go/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWN7CHF4uqysCeLlaFrbtUaQ/en-us",1,1,0,1
,"/en-nz/products/ryder-sequin-noir",1,1,0,0
,"/checkout/21851111488/do/50500e349a39491ff19972600e17556b/en-us/shoppay",1,1,0,0
"Checkout","/checkouts/cn/hWN7Ofodxs3FxCGAxhYW0eck/en-vn",1,1,0,1
"Product","/products/cruise-marine",1,1,0,0
"Checkout","/orders/2341c4b5fce90d8a9535288b67acc204",1,1,0,0
"Checkout","/checkouts/cn/hWN9OrZtVA82plQyQGnpVkHJ/en",1,1,0,1
,"/en-gb/collections/best-sellers",1,1,0,0
,"/checkout/21851111488/cn/hWNBd0uZgrRKzd3fkrvLAb9V/en-us/stock-problems",1,1,0,1
,"/en-jp/policies",1,1,0,0
,"/en-ch/products/brando-coral",1,1,0,0
,"/en-dk/collections/avada-best-sellers",1,1,0,0
,"/checkout/21851111488/cn/hWNAzR1saZ8DN07UEKvVQR6e/en-us/shoppay",1,1,1,1
,"/es-mx/collections/collection",1,1,0,0
,"/en-nz/products/brando-ink",1,1,0,0
"Checkout","/checkouts/cn/hWN8kYl89wrMDCbtlpGlj8PI/en-us",1,1,0,1
,"/en-sg/products/brando-toulouse-1",1,1,0,0
"Checkout","/checkouts/cn/hWN8d8dsJeKz5q02B1yyyQxm/en-us/stock-problems",1,1,1,1
,"/en-sg/products/greyson-toulouse",1,1,0,0
,"/en-ch/products/caine-vintage-plum",1,1,0,0
"Checkout","/checkouts/cn/hWNAHbvkDtKf4ek3MOsZNXS4/en-us",1,1,0,1
,"/en-hk/products/bond-short-light-grey",1,1,0,0
,"/en-in/products/caine-lincoln",1,1,0,0
"Checkout","/orders/0a64034cd5b11a24643dcbaf17fd76ca",1,1,0,0
"Checkout","/checkouts/cn/hWN8ijiFSczxLnMwqfv5xAgL/en",1,1,0,1
"Checkout","/checkouts/cn/hWN8DxjAW6pcYk1fuVyk1HuL/en",1,1,0,1
,"/en-se/products/dean-patent-noir",1,1,0,0
"Product","/products/monfrere-greyson-noir-black-stretch-denim-skinny-five-pocket-jean",1,1,0,0
"Checkout","/checkouts/cn/hWN7nu6XCTlA2WlRyE2omX2Y/en-us/thank-you",1,1,0,0
,"/en-sg/collections/shirts",1,1,0,0
,"/checkout/21851111488/cn/hWN8NnHuYO97GQwpoWaSYO1p/en-us/shoppay",1,1,1,1
"Checkout","/checkouts/cn/hWNAcgrk5lmqRLHqqcVL8xl4/en-us",1,1,1,1
"Checkout","/orders/4a0e8fdad47b4d1c88328e87f24df4ad",1,1,0,0
,"/en-sg/collections/leather",1,1,0,0
"Checkout","/checkouts/cn/hWN8cedwV22f8CrLEzRPM3sX/en",1,1,0,1
"Checkout","/checkouts/cn/hWN7JG59isbQE2qeHoc7wkgz/en",1,1,0,1
,"/en-hk/products/dean-noir",1,1,0,0
,"/en-ca/products/jagger-distressed-noho-skyfall",1,1,0,0
,"/en-in/pages/subscribe",1,1,0,0
,"/en-be/collections/new-arrivals-bottoms",1,1,0,0
"Collection","/collections/globofilter-best-selling-products-index",1,1,0,0
,"/en-hr",1,1,0,0
,"/en-au/products/brando-short-mineral-green",1,1,0,0
,"/en-jp/products/brando-twilight-needle-cord",1,1,0,0
,"/en-sg/collections/home-page",1,1,0,0
,"/en-cn/products/caine-matteo",1,1,0,0
"Product","/products/brando-velvet-steel",1,1,0,0
,"/_web_preview/pages/rebuy-notes",1,1,0,0
,"/en-cn/pages/faq",1,1,0,0
,"/en-gb/products/eastwood-suede-steel-blue",1,1,0,1
,"/en-ie/products/maverick-suede-cool-grey",1,1,0,0
,"/checkout/21851111488/cn/hWN9LuyGgMMM4QifLeOeZtwu/en-us/shoppay",1,1,0,1
,"/en-tw/collections/fps",1,1,0,0
,"/en-mx/products/dean-acid-blue",1,1,0,0
"Custom Page","/pages/section-preview",1,1,0,0
,"/es-mx/collections/straight-leg",1,1,0,0
,"/en-ch/products/dean-noir",1,1,0,0
,"/en-ie/pages/shipping-returns",1,1,0,0
,"/fr-fr/products/dean-acid-blue",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoDtBBu36kBxZZok2YRc/en-us/stock-problems",1,1,1,1
,"/en-ch/collections/holiday-gift-guide",1,1,0,0
"Checkout","/checkouts/cn/hWNAGVa7zTWTDHjqgbUg6cZ6/en-us",1,1,0,1
,"/en-no/collections/shirts",1,1,0,0
,"/es-mx/products/preston-coated-noir",1,1,0,0
,"/en-au/products/brando-velvet-noir-1",1,1,0,0
,"/en-sa/products/brando-parisian-luxe-jade",1,1,0,0
,"/en-se/products/brando-parisian-luxe-khaki",1,1,0,0
,"/checkout/21851111488/cn/hWNBk6zc9sIFQHdx2qYboT0E/en-us/shoppay",1,1,0,1
,"/en-ie/products/greyson-haze",1,1,0,0
,"/en-cn/pages/pipeda-privacy-policy",1,1,0,0
,"/checkout/21851111488/cn/hWN8NGVNljmVLJPArBI0M3Zi/en-us/shoppay",1,1,0,1
,"/en-mc/products/dann-shirt-toffee",1,1,0,0
"Checkout","/checkouts/cn/hWN8WYY9miXW4K4FPEE2Omhu/en-us",1,1,0,1
,"/en-kr/collections/dean-denim-jacket",1,1,0,0
,"/en-ie/products/lenny-wilshire",1,1,0,0
"Collection","/collections/404",1,1,0,0
"Checkout","/orders/dfadd88f8c7d6623fde648247130bf6c",1,1,0,0
"Checkout","/checkouts/cn/hWN9jUmida334TKDzRAoRxaL/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWNA5saIBVfh9zuFJ5nVXJsP/en-us",1,1,0,1
,"/en-sg/collections/deniro",1,1,0,0
,"/en-be/products/cruise-linen-sage",1,1,0,0
"Product","/products/greyson-rouge",1,1,0,0
,"/en-at/products/brando-oakland",1,1,0,0
,"/monfrere-fashion/products",1,1,0,0
,"/en-ca/products/cruise-coral",1,1,0,0
"Checkout","/orders/42eaa1106ee9ab7d967c85edca6ac2f2",1,1,0,0
,"/en-sg/collections/sale-tops",1,1,0,0
,"/en-ca/pages/stockists",1,1,0,0
,"/en-nz/products/eastwood-khaki",1,1,0,0
,"/en-ch/collections/butter-suede",1,1,0,0
,"/es-es/products/brando-indigo-1",1,1,0,0
,"/en-hk/products/greyson-noir",1,1,0,0
,"/en-be/products/brando-jade",1,1,0,0
"Checkout","/checkouts/cn/hWN8OZDLRd8ug1nnAtUgtQqP/en",1,1,0,1
,"/en-nz/products/trooper-army",1,1,0,0
"Product","/products/brando-hamburg",1,1,0,0
"Checkout","/orders/67985b5b2c34b5ebdc011faeb4bbbd06",1,1,0,0
,"/en-kr/pages/govx-id-military-discount",1,1,0,0
,"/en-ca/products/pierce-terry-noir",1,1,0,0
"Checkout","/orders/aafd28247d1bcec712ad9bb6a7c9b7b9",1,1,0,0
"Checkout","/checkouts/cn/hWN7hElG9F4RBzbwVyLMyIt7/en/stock-problems",1,1,0,1
,"/en-ca/products/caine-mf-leopard-flock",1,1,1,0
"Checkout","/checkouts/cn/hWN7OJFzuhkXic8aADfxdKTK/en-us",1,1,0,1
,"/en-hk/products/brando-needle-cord-plum",1,1,0,0
"Checkout","/checkouts/cn/hWN7eVkbhY4XpLdGrBWt31l3/en-us/stock-problems",1,1,0,1
,"/en-nl/products/brando-needle-cord-plum",1,1,0,0
,"/en-jp/products/brando-santa-monica",1,1,0,0
,"/checkout/21851111488/cn/hWNAM48I9R27l8jArCTnK5VS/en-us/shoppay",1,1,0,1
"Checkout","/orders/a324aa41d6699521599f363d6cc27e7d",1,1,1,0
"Checkout","/checkouts/cn/hWNBvptm2bZ9kSR0uFFZX2KQ/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWN8DSpoyo55AuSLvkGGAK4G/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN7HYkohAxBGeSA2orH8otu/en-us/shoppay",1,1,0,1
,"/fr-fr/products/deniro-ink",1,1,0,0
,"/checkout/21851111488/cn/hWN7V1folS1HdJPXuUHHgsT4/en-us/shoppay",1,1,0,1
,"/en-mc/products/brando-vail",1,1,0,0
"Checkout","/checkouts/cn/hWN9EeVLYVKTbiXAtEtARZy5/en-us",1,1,0,1
,"/en-hr/products/dann-relaxed-t-blanc",1,1,0,0
,"/produc=",1,1,0,0
,"/en-sa/products/dean-neddle-cord-noir-sherpa",1,1,0,0
"Checkout","/checkouts/cn/hWN9NmfAaeQIhVGwHne8r8x0/en-us/thank-you",1,1,0,0
,"/en-sg/collections/dean-denim-jacket",1,1,0,0
,"/en-fr/products/maverick-suede-cool-grey",1,1,0,0
,"/es-es/collections/eosale",1,1,0,0
"Checkout","/checkouts/cn/hWN8MtGyrPl54emsRJc6CIPj/en-hr",1,1,0,1
"Checkout","/checkouts/cn/hWN7WKaovhjaLoe8M24L4NMY/en-us",1,1,0,1
,"/en-jp/products/deniro-linen-sky",1,1,0,0
,"/en-de/collections/dean-denim-jacket/products/dean-jacket-velvet-bleu",1,1,0,0
,"/en-sg/products/justin-noir",1,1,0,0
,"/en-au/collections/butter-suede",1,1,0,0
,"/en-ch/products/justin-sandstorm",1,1,0,0
,"/en-sg/collections/eligible-2",1,1,0,0
,"/en-it/collections/parisian-luxe",1,1,0,0
,"/en-sg/collections/walker",1,1,0,0
"Checkout","/checkouts/cn/hWN7HKw3HN98UT7Pwc3hguF0/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWN86QWeiqMRgZrcxppGU5jN/en-us",1,1,0,1
,"/en-nz/products/noah-suede-cool-grey",1,1,0,0
,"/he-il/collections/name-your-price",1,1,0,0
,"/checkout/21851111488/cn/hWN7eRmrtqJKScn2fCmLJLdA/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWNBpmOKUhWx0VxqV2ywDUee/en-us/",1,1,0,1
,"/es-mx/collections/early-access",1,1,0,0
,"/en-sg/collections/core",1,1,0,0
,"/es-mx/collections/t-shirts",1,1,0,0
,"/en-sg/products/preston-noir-flare",1,1,0,0
,"/_preview/products/eastwood-velvet-noir-1",1,1,1,0
"Checkout","/checkouts/cn/hWN7HS2AlNjt4Y65fAy8lDY9/en",1,1,0,1
,"/en-au/collections/brando-denim",1,1,0,0
,"/en-sa/products/maverick-suede-taupe",1,1,0,0
,"/en-kr/collections/cargo-pant",1,1,0,0
,"/en-hr/products/brando-noir-needle-cord",1,1,0,0
,"/en-ch/products/brando-velvet-saddle",1,1,0,0
,"/en-sg/products/greyson-slash-vintage",1,1,0,0
,"/checkout/21851111488/cn/hWN7bntZRXaw1ye2JWakR0zq/en-us/stock-problems",1,1,0,1
"Checkout","/checkouts/cn/hWN7NwL3sShXBPsfuW2smMOw/en-us",1,1,0,1
"Checkout","/orders/2600ca0c03aa84dfa82bcc9d5730e0a2",1,1,0,0
"Checkout","/orders/90d3c0c8ed1fb7748a5adc2613a52165",1,1,0,0
"Checkout","/orders/53efda6de4ea96c3161e3ef68e89f80e",1,1,0,0
"Checkout","/checkouts/cn/hWNBWVVPYdscoeMBMlqDlxth/en-us",1,1,1,1
,"/en-mx/products/caine-vintage-plum",1,1,1,0
,"/es-es/products/travis-blanc",1,1,0,0
,"/checkout/21851111488/cn/hWN7wCM6f7hSpPAx382Bd9k2/en-us/shoppay",1,1,0,1
,"/en-mx/products/eastwood-suede-steel-blue",1,1,0,0
,"/es-es/collections/t-shirts",1,1,0,0
,"/en-ie/products/eastwood-needle-cord-plum",1,1,0,0
"Checkout","/orders/ec73a4c5ea1b22d4c5537ecb237c44de",1,1,0,0
"Checkout","/checkouts/cn/hWN7LjxV9qlK9rhoCaJVFFmE/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN86N3GatExrhiHE8KWXwqA/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN6qiErNdzPTAc6yZS8SJr0/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWNAWYl070fNyIzdk6PdbZic/en-us",1,1,0,1
"Product","/products/cHJlc3Rvbi",1,1,0,0
,"/en-ca/products/eastwood-navy",1,1,0,0
,"/en-mx/products/kobe-short-saint-germain",1,1,0,0
,"/fr-fr/collections/sets",1,1,0,0
,"/en-mx/products/brando-velvet-carbon",1,1,0,0
,"/en-mc/products/brando-parisian-luxe-army",1,1,0,0
,"/en-sg/policies/shipping-policy",1,1,0,0
"Checkout","/checkouts/cn/hWNBRww1PXFOylbMwZa64nNh/en",1,1,0,1
"Checkout","/checkouts/cn/hWN9COdoa2rUVt5h6JoL4hAw/en-us/stock-problems",1,1,0,1
"Checkout","/checkouts/cn/hWNBdVRgBQh9fsyynTHSqmV6/en-us",1,1,0,1
,"/en-cn/collections/deniro-slim-straight-fit",1,1,0,0
,"/en-fr/products/west-coated-noir",1,1,0,0
,"/en-de/collections/sale-2",1,1,0,0
,"/en-sg/collections/straight-leg",1,1,0,0
"Checkout","/checkouts/cn/hWN8WIFzPguEAjoQKT9MJSuQ/en-us",1,1,0,1
,"/en-nz/products/brando-dune",1,1,0,0
,"/en-gb/products/dean-patent-noir",1,1,0,0
,"/en-ca/products/lenny-opera",1,1,0,0
"Checkout","/checkouts/cn/hWNAqVmISDobBKYCA46kptJ3/en/stock-problems",1,1,0,1
"Checkout","/checkouts/cn/hWN8sPdZX7JVpPFWGDbtfnlQ/en-us",1,1,0,1
,"/en-fr/pages/about-us",1,1,0,0
,"/en-ca/collections/coated-1",1,1,0,0
,"/en-kr/collections/sale-bottoms",1,1,0,0
,"/en-au/products/jeter-varsity-suede-carolina",1,1,0,0
,"/en-in/pages/about-us",1,1,0,0
,"/fr-fr/products/travis-blanc",1,1,0,0
,"/en-in/products/cruise-blanc",1,1,0,0
,"/checkout/21851111488/cn/hWN8fmEouoW7jyjoA4iCQGt0/en/shoppay",1,1,0,1
,"/en-tw/products/brando-twilight-needle-cord",1,1,0,0
,"/en-gb/pages/sizing-chart",1,1,0,0
,"/en-sg/products/lenny-opera",1,1,0,0
,"/en-in/products/mfvla1-bleached-indigo",1,1,0,0
"Product","/products/brando-velvet-aberdeen",1,1,0,0
"Checkout","/orders/2f8b4e7ad369abf35de2d76c21e714c5",1,1,0,0
"Checkout","/checkouts/cn/hWN8kW0ZHEF3syT4HzWDiurY/en-us",1,1,0,1
,"/en-sg/products/brando-parisian-luxe-lagoon",1,1,0,0
,"/en-de/products/brando-tinted-indigo",1,1,0,0
"Checkout","/checkouts/cn/hWN8oqapY5qK0g2L7vgSLJbk/en-us",1,1,0,1
,"/en-gb/products/brando-tinted-indigo",1,1,0,0
,"/en-be/products/greyson-velvet-asphalt",1,1,0,0
,"/en-cn/collections/maverick",1,1,0,0
,"/en-sg/pages/editorials",1,1,0,0
"Checkout","/checkouts/cn/hWN9YD6tzpXBckaB6XGPSgML/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN8eHBlFg8FY4zKQTD3350s/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN8PX4HxAe9M4uOiqBKhGkM/en-us",1,1,0,1
"Checkout","/orders/13c0deeb6e06071db8583078c93e5fb1",1,1,0,0
,"/en-gb/products/dean-acid-blue",1,1,0,0
,"/en-ch/products/clint-matteo",1,1,0,0
,"/en-nl/collections/brushed-denim",1,1,0,0
,"/en-sg/pages/try-first-pay-later",1,1,0,0
,"/en-de/products/dean-acid-blue",1,1,0,0
,"/en-sg/products/bond-short-navy",1,1,0,0
,"/en-ae/products/greyson-vintage-velvet-carbon",1,1,0,0
,"/en-cn/collections/cooper-shirt",1,1,0,0
"Checkout","/orders/e8540e2701b650c04b21ced39313de29",1,1,0,0
"Checkout","/checkouts/cn/hWNAGAOzUgc4P3YPMFH450cM/en-us/thank-you",1,1,0,0
,"/en-hk/pages/privacy-policy",1,1,0,0
,"/en-kr/collections/lenny-denim",1,1,0,0
,"/en-es/products/dann-teak",1,1,0,0
"Custom Page","/pages/testimonials",1,1,0,0
,"/en-ie/products/bond-shirt-silk-outlaw",1,1,0,0
,"/en-jp/products/greyson-noir",1,1,0,0
"Checkout","/checkouts/cn/hWN7Fid7mTQMRrYWS0svxxfm/en-us",1,1,0,1
,"/en-nz/products/maverick-suede-olive",1,1,0,0
,"/en-kr/collections/denim",1,1,0,0
"Checkout","/checkouts/cn/hWN8g4Q3mBEKf8lG0PtnR3cm/en-us",1,1,0,1
,"/en-at/products/brando-cairo",1,1,0,0
"Checkout","/checkouts/cn/hWN9Ecodg0ZFWj5Dm6HC3qPR/en",1,1,0,1
,"/en-fr/products/preston-nantes",1,1,0,0
,"/en-in/products/lenny-opera",1,1,0,0
,"/en-in/products/brando-velvet-noir-1",1,1,0,0
"Checkout","/orders/746904b1d33b61b92530795336460b00",1,1,0,0
,"/checkout/21851111488/cn/hWNAoHf97wfxrTpXX4UNpsyG/en-us/shoppay",1,1,0,1
,"/collections/new-arriva=",1,1,0,0
,"/en-cn/collections/core-bottoms-copy",1,1,0,0
,"/_web_preview/pages/gdpr-privacy-policy",1,1,0,0
,"/profile",1,1,0,1
,"/checkout/21851111488/cn/hWN8NW0FHuvK7hqBpvUKdHmL/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN89OZ2xK0mgRkVyDT4nyJW/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWNBMmWnr76wR3fIqpmjlYgs/en-us",1,1,0,1
,"/SUBMIT_KLAVIYO(M7jVsT)",1,1,0,0
"Checkout","/orders/5dfd41df09f5b278bf91414ec13b94cd",1,1,0,0
,"/collections/tops)",1,1,0,0
,"/en-nz/products/brando-parisian-luxe-khaki",1,1,0,0
"Product","/collections/greyson-skinny-fit/products/greyson-noir",1,1,0,0
,"/en-sg/policies/privacy-policy",1,1,0,0
"Product","/products/greyson-distressed-prague",1,1,0,0
"Checkout","/checkouts/cn/hWNA5DDicCks132X4FKHRg7m/en-us/thank-you",1,1,0,0
"Checkout","/checkouts/cn/hWNARljsegyZuKpQp6Dkahc1/en",1,1,0,1
,"/en-de/collections/denim",1,1,0,0
,"/en-ch/products/eastwood-velvet-noir-1",1,1,0,0
,"/en-kr/pages/pipeda-privacy-policy",1,1,0,0
"Checkout","/orders/2e81ad7579cc2ed886d8da7b92f4eba3",1,1,0,0
,"/en-jp/products/dean-neddle-cord-noir-sherpa",1,1,0,0
,"/en-cn/pages/avada-sitemap-pages",1,1,0,0
,"/en-ca/collections/knits",1,1,0,0
,"/checkout/21851111488/cn/hWN9LT9cahNchldJvhGfDdSs/en-us/stock-problems",1,1,0,1
"Checkout","/checkouts/cn/hWN9ztMEawIGaqc3ZNe1GZ2f/en-us",1,1,0,1
,"/en-ie/products/preston-coated-noir",1,1,0,0
,"/en-gb/collections/eoysale",1,1,0,0
"Checkout","/checkouts/cn/hWNAxSE2XxzZ3SUNXIvOniMb/en-us/thank-you",1,1,0,0
,"/en-at/products/maverick-suede-cool-grey",1,1,0,0
"Custom Page","/pages/avada-sitemap-pages",1,1,0,0
,"/en-ch/products/caine-espresso",1,1,0,0
"Checkout","/checkouts/cn/hWNABGNaqdQHam9GiVjpN3gu/en-us/thank-you",1,1,0,0
"Checkout","/checkouts/cn/hWN7VVkiSYaNo7yUp4gNIKVG/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN9Db6pkq0Ow6gOTiy1JHof/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN9tNsMaNus1QHwHBmRfkhu/en-us",1,1,0,1
"Collection","/collections/mens-jeans",1,1,0,0
"Checkout","/orders/12ea48db98703f12cfb5230292d2953d",1,1,0,0
,"/en-cn/collections/klaviyo-discount-eligible",1,1,0,0
,"/en-cn/collections/maverick-bomber",1,1,0,0
,"/en-jp/products/tactical-mocha",1,1,0,0
,"/_web_preview/collections/eligible-2",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoCDQsqmonZ73wOMEz8j/en-us/stock-problems",1,1,1,1
"Checkout","/checkouts/cn/hWN8FEfPb84qOlhmQO2MLenB/en-ca",1,1,0,1
,"/en-sa/products/brando-linen-noir",1,1,0,0
,"/en-ae/products/dann-long-slv-noir",1,1,0,0
,"/en-nz/products/noah-suede-ivory",1,1,0,0
,"/account/change-password",1,1,0,0
,"/en-sa/collections/walker",1,1,0,0
"Checkout","/checkouts/cn/hWNAFnaDOFQVvGYwbAh2nX9O/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN8i2qndB01fnAmchGH9cOH/en-us/shoppay",1,1,0,1
,"/_web_preview/products/brando-oakland",1,1,0,0
,"/en-gb/collections/all-products",1,1,0,0
"Checkout","/checkouts/cn/hWN7ik88RD7cnItX7rtvlRhp/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN7X76cHNtvpn3rn8T348KQ/en-us/shoppay",1,1,0,1
,"/en-es/products/dann-twilight",1,1,0,0
"Checkout","/orders/dbeb0d0b716abf9a22a5117ef35c9755",1,1,0,0
,"/en-fr/pages/meetmonfrere-copy-copy",1,1,0,0
"Checkout","/orders/8b1e1acfa6579c77e45455b73aa08eae",1,1,0,0
,"/en-kr/policies/shipping-policy",1,1,0,0
"Checkout","/checkouts/cn/hWNAQNoxBYGVlyl8RcwvxwRO/en-us/thank-you",1,1,0,0
,"/en-jp/pages/contact-us",1,1,0,0
,"/en-kr/collections/sale-2",1,1,0,0
"Custom Page","/pages/seen-on",1,1,0,0
"Checkout","/checkouts/cn/hWN8Z4a8CGwwCggz8bBCGfsg/en-us/stock-problems",1,1,0,1
,"/en-nz/products/brando-linen-aberdeen",1,1,0,0
"Checkout","/orders/308100d5552af376f8419230fe40b793",1,1,0,0
,"/en-ca/products/brando-vail",1,1,0,0
,"/en-in/collections/velvet",1,1,0,0
"Checkout","/checkouts/cn/hWN7Xrb7ry6ekJ6GYRt6vs70/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWNA0sDiVyIJbeiask0HEMhV/en-us",1,1,1,1
,"/en-ca/products/jalen-vintage-leopard",1,1,0,0
,"/en-il/collections/cruise-chino-short",1,1,0,0
,"/en-ca/products/cruise-blanc",1,1,0,0
,"/es-mx/products/dean-suede-noir",1,1,0,0
,"/en-mx/products/dean-noir",1,1,0,0
,"/checkout/21851111488/cn/hWN9u1DD00FrsHvMsfRFbmVU/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN8cef0CiYfcxM8YvubBFMv/en",1,1,0,1
"Checkout","/checkouts/cn/hWNA5GU6HlBTEpj8Y4Ben9gW/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN9H2DMJx3mivn3XOvi4VIf/en-us/shoppay",1,1,0,1
"Checkout","/orders/a785039e04c22f97bf6d1d01e01499c8",1,1,0,0
"Checkout","/checkouts/cn/hWN8P2xL9YDYcnlda2GIKDJp/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWNBpQW67C02tUaCrTLxymos/en-br/thank-you",1,1,0,0
,"/en-it/products/dann-luxe-gris",1,1,0,0
"Checkout","/orders/cc5d1020b648b6da1fac5fb5c3670784",1,1,0,0
,"/en-mx/collections/new-arrivals-tops",1,1,0,0
,"/en-nz/products/wayne-needle-cord-noir",1,1,0,0
"Checkout","/checkouts/cn/hWN9LuyGgMMM4QifLeOeZtwu/en-us",1,1,0,1
,"/en-sa/products/bond-short-le-club",1,1,0,0
"Checkout","/checkouts/cn/hWN9yKQpuwH6b8HfbIFOOONl/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWN86v894Qoro7llr9xTcFFa/en-us",1,1,0,1
,"/en-at/collections/globofilter-best-selling-products-index",1,1,0,0
,"/_web_preview/collections/eos40",1,1,0,0
,"/en-it/products/maverick-silk-steel-blue",1,1,0,0
,"/en-sg/collections/ready-to-wear",1,1,0,0
"Checkout","/checkouts/cn/hWNBZG9BaSE4IzKG9nJk9qY4/en-us",1,1,1,1
"Product","/products/preston-malachite",1,1,0,0
,"/checkout/21851111488/cn/hWN9CkfjKCKnjquMEZGLt1NQ/en-us/shoppay",1,1,0,1
,"/en-au/collections/brushed-denim",1,1,0,0
"Checkout","/orders/b1a37ab0ef1ae5940028d754977940ec",1,1,0,0
,"/en-kr/products/brando-dune",1,1,0,0
"Checkout","/checkouts/cn/hWN8rU3fM9AO9os8E8dg265A/en-us",1,1,0,1
,"/fr-fr/collections/collection",1,1,0,0
"Product","/products/products",1,1,0,0
,"/en-tw/products/justin-sandstorm",1,1,0,0
,"/en-de/products/cooper-coated-noir",1,1,0,0
,"/en-ch/products/dann-sage-stripe",1,1,0,0
,"/en-sa/products/greyson-dubai",1,1,0,0
"Checkout","/checkouts/cn/hWNBM8qjFlDxDFyNju1WQFLV/en-us",1,1,0,1
"Checkout","/orders/38f160d050a79afadeb0856f89e49265",1,1,0,0
,"/en-ie/products/eastwood-smokescreen",1,1,0,0
,"/en-jp/products/greyson-coated-noir",1,1,0,0
,"/en-ca/products/brando-vintage-blanc-1",1,1,0,0
,"/en-in/products/brando-parisian-luxe-light-grey",1,1,0,0
